Ensembl_ID	start	end	gene_name	chromosome
ENSG00000100628	93934166	93976739	ASB2	14
ENSG00000124541	43021623	43034156	RRP36	6
ENSG00000124260	152133310	152138578	MAGEA10	X
ENSG00000272223	43033897	43034405	AL136304.1	6
ENSG00000240625	43036196	43036500	RN7SL403P	6
ENSG00000258987	93939497	93944194	AL132642.1	14
ENSG00000265768	93948226	93948302	MIR4506	14
ENSG00000175699	93987225	94008863	CCDC197	14
ENSG00000231937	152138883	152186857	AC116666.1	X
ENSG00000085563	87503017	87713323	ABCB1	7
ENSG00000044090	43037617	43053945	CUL7	6
ENSG00000089723	94026340	94048930	OTUB2	14
ENSG00000164022	106315544	106349456	AIMP1	4
ENSG00000011677	152166234	152451315	GABRA3	X
ENSG00000252205	152250572	152250676	RNU6-764P	X
ENSG00000207957	152392219	152392299	MIR105-1	X
ENSG00000211583	152393421	152393529	MIR767	X
ENSG00000207818	152394412	152394492	MIR105-2	X
ENSG00000223940	152479577	152481024	KRT8P8	X
ENSG00000234791	3189546	3189929	AC108448.1	11
ENSG00000287394	152574677	152698700	AC244102.4	X
ENSG00000182170	3217944	3218813	MRGPRG	11
ENSG00000236301	3218332	3223131	MRGPRG-AS1	11
ENSG00000175756	1373730	1375495	AURKAIP1	1
ENSG00000231956	87521461	87522410	HNRNPA1P9	7
ENSG00000172497	81329996	81394179	ACOT12	5
ENSG00000184350	3225030	3232417	MRGPRE	11
ENSG00000224513	3226061	3232838	AC109309.1	11
ENSG00000286721	81408517	81411867	AC010623.1	5
ENSG00000236987	3276045	3276390	NDUFA5P8	11
ENSG00000276951	3289311	3289642	AC109309.2	11
ENSG00000268089	152637895	152657542	GABRQ	X
ENSG00000232390	3321862	3322202	NDUFA5P1	11
ENSG00000269475	152682810	152683842	AC244102.2	X
ENSG00000273813	3335125	3335407	AC123788.2	11
ENSG00000105784	87627548	87832296	RUNDC3B	7
ENSG00000149930	29973868	29992261	TAOK2	16
ENSG00000254592	3336721	3340630	AC123788.1	11
ENSG00000221867	152698767	152702347	MAGEA3	X
ENSG00000223663	1378666	1379032	NDUFB4P8	1
ENSG00000268902	152708261	152714549	CSAG2	X
ENSG00000250298	106357392	106368778	GIMD1	4
ENSG00000089737	94048287	94081212	DDX24	14
ENSG00000249613	106433489	106453449	LINC02173	4
ENSG00000286147	106525401	106938640	AC092445.1	4
ENSG00000137171	43040777	43075095	KLC4	6
ENSG00000248915	106836498	106837601	ACTR6P1	4
ENSG00000149929	29992330	29996074	HIRIP3	16
ENSG00000183305	152714586	152718607	MAGEA2B	X
ENSG00000155011	106921802	107283806	DKK2	4
ENSG00000143870	10783391	10837977	PDIA6	2
ENSG00000198930	152727484	152733735	CSAG1	X
ENSG00000213522	107203349	107203924	RAC1P5	4
ENSG00000251081	107258700	107301870	AC104663.1	4
ENSG00000252470	107435118	107435220	RNU6-551P	4
ENSG00000138801	107590276	107720234	PAPSS1	4
ENSG00000165948	94081301	94103846	IFI27L1	14
ENSG00000075303	87833568	87876360	SLC25A40	7
ENSG00000238962	10815485	10815546	RNU7-176P	2
ENSG00000271952	10844477	10885118	LINC01954	2
ENSG00000213401	152733757	152737669	MAGEA12	X
ENSG00000232056	10847577	10854955	AC092687.1	2
ENSG00000270488	10874291	10874567	AC079587.1	2
ENSG00000242599	152733827	152740985	CSAG4	X
ENSG00000162975	10911934	10914225	KCNF1	2
ENSG00000231447	152746817	152747762	AC244102.1	X
ENSG00000226080	11102142	11102997	RPL6P4	2
ENSG00000221978	1385711	1399335	CCNL2	1
ENSG00000145063	11105317	11132821	AC062028.1	2
ENSG00000268606	152749863	152753884	MAGEA2	X
ENSG00000165949	94104836	94116698	IFI27	14
ENSG00000150873	11133128	11151317	C2orf50	2
ENSG00000283710	127795962	127796028	MIR1204	8
ENSG00000278324	127890626	127890720	AC084123.1	8
ENSG00000280055	127946559	127948723	TMEM75	8
ENSG00000221771	127960633	127960695	MIR1205	8
ENSG00000207110	127999131	127999294	RNVU1-32	8
ENSG00000283200	128008898	128008956	MIR1206	8
ENSG00000278275	128009551	128011938	AC103705.1	8
ENSG00000164023	107824563	107915047	SGMS2	4
ENSG00000222501	128010382	128010611	RNU4-25P	8
ENSG00000221176	128049152	128049238	MIR1207	8
ENSG00000221261	128150116	128150188	MIR1208	8
ENSG00000201782	128220504	128220803	RN7SKP226	8
ENSG00000286034	128323131	128388636	AC100822.1	8
ENSG00000268916	152753921	152760222	CSAG3	X
ENSG00000254275	128405269	128564679	LINC00824	8
ENSG00000259462	82647770	82692820	CPEB1-AS1	15
ENSG00000006634	87876216	87909553	DBF4	7
ENSG00000197172	152766136	152769747	MAGEA6	X
ENSG00000169592	29995715	30005793	INO80E	16
ENSG00000119632	94127779	94130253	IFI27L2	14
ENSG00000245293	107863473	107989679	CYP2U1-AS1	4
ENSG00000286051	152769764	152792268	AC244102.3	X
ENSG00000229140	128634199	129683770	CCDC26	8
ENSG00000147400	152826994	152830757	CETN2	X
ENSG00000222691	107867807	107867910	RNU6-733P	4
ENSG00000119698	94146128	94279734	PPP4R4	14
ENSG00000155016	107931549	107953461	CYP2U1	4
ENSG00000224870	1399520	1402046	MRPL20-AS1	1
ENSG00000162976	11155198	11178870	SLC66A3	2
ENSG00000147383	152830967	152869729	NSDHL	X
ENSG00000249604	107936031	107941255	AC096564.1	4
ENSG00000242485	1401909	1407293	MRPL20	1
ENSG00000005801	3339261	3379222	ZNF195	11
ENSG00000264293	1405460	1405752	RN7SL657P	1
ENSG00000272455	1409096	1410618	MRPL20-DT	1
ENSG00000235098	1418420	1421769	ANKRD65	1
ENSG00000225905	1420245	1422691	AL391244.1	1
ENSG00000205116	1426128	1427787	TMEM88B	1
ENSG00000225285	1430539	1434573	LINC01770	1
ENSG00000140093	94280460	94293268	SERPINA10	14
ENSG00000179403	1434861	1442882	VWA1	1
ENSG00000170099	94304248	94323389	SERPINA6	14
ENSG00000258597	94364313	94366698	SERPINA2	14
ENSG00000215915	1449689	1470163	ATAD3C	1
ENSG00000138796	107989714	108035174	HADH	4
ENSG00000288564	43051066	43058185	AL355385.2	6
ENSG00000223756	3380961	3408978	TSSC2	11
ENSG00000160072	1471765	1497848	ATAD3B	1
ENSG00000197249	94376747	94390693	SERPINA1	14
ENSG00000189398	3390780	3391752	OR7E12P	11
ENSG00000149927	30005514	30023270	DOC2A	16
ENSG00000166492	3410352	3422496	FAM86GP	11
ENSG00000284605	3429758	3500621	AC127526.3	11
ENSG00000254757	3469319	3531328	AC127526.1	11
ENSG00000287906	3475280	3477065	AC127526.5	11
ENSG00000255367	3481520	3581211	AC127526.2	11
ENSG00000287312	3511559	3520886	AC127526.4	11
ENSG00000255522	3531420	3531608	SNRPCP5	11
ENSG00000112651	43054029	43059438	MRPL2	6
ENSG00000284740	1503250	1509452	AL645728.2	1
ENSG00000237226	3549745	3550519	RPS3AP39	11
ENSG00000223688	3559657	3560022	RPS24P14	11
ENSG00000284639	3580927	3581135	AP006294.2	11
ENSG00000230851	3591277	3591615	AP006294.1	11
ENSG00000238161	3599595	3600706	OR7E117P	11
ENSG00000256357	94430633	94464730	AL132708.1	14
ENSG00000272170	43074331	43074739	AL355385.1	6
ENSG00000287785	129241228	129242469	AC103833.2	8
ENSG00000253225	129250967	129251138	AC103833.1	8
ENSG00000186910	94442464	94452800	SERPINA11	14
ENSG00000222755	129290983	129291275	RN7SKP206	8
ENSG00000253926	129415949	129445852	AC011257.1	8
ENSG00000263763	129484057	129484142	MIR3686	8
ENSG00000182048	3609901	3637559	TRPC2	11
ENSG00000285108	129685401	129723023	AC103718.1	8
ENSG00000224110	129728744	129730445	MTRF1LP2	8
ENSG00000167194	30023334	30027736	C16orf92	16
ENSG00000167311	3638512	3642316	ART5	11
ENSG00000112655	43076307	43161719	PTK7	6
ENSG00000147697	129748196	129786624	GSDMC	8
ENSG00000134318	11179759	11348330	ROCK2	2
ENSG00000138795	108047545	108168956	LEF1	4
ENSG00000147394	152914442	152973480	ZNF185	X
ENSG00000129744	3645128	3664416	ART1	11
ENSG00000149926	30024427	30052978	TLCD3B	16
ENSG00000254317	129832301	129844504	AC022973.5	8
ENSG00000201279	3663815	3663911	Y_RNA	11
ENSG00000170054	94462717	94479689	SERPINA9	14
ENSG00000200201	3665164	3665259	Y_RNA	11
ENSG00000207267	11233988	11234094	RNU6-1081P	2
ENSG00000129749	3665587	3671384	CHRNA10	11
ENSG00000230154	11308025	11308941	AIDAP1	2
ENSG00000226961	11351627	11352118	PPIAP60	2
ENSG00000197785	1512162	1534685	ATAD3A	1
ENSG00000230952	11357515	11365636	AC099344.1	2
ENSG00000224177	11372612	11403175	LINC00570	2
ENSG00000286939	152925356	152927043	U82671.1	X
ENSG00000198883	152988824	152994116	PNMA5	X
ENSG00000165953	94487274	94517844	SERPINA12	14
ENSG00000145687	81413021	81751797	SSBP2	5
ENSG00000231403	11388023	11390367	AC099344.2	2
ENSG00000234200	153028785	153030148	AC243591.1	X
ENSG00000287668	94545310	94547762	AL132990.1	14
ENSG00000229979	153052150	153052413	AC243428.1	X
ENSG00000285569	11405508	11427186	AC099344.3	2
ENSG00000183837	153056409	153060467	PNMA3	X
ENSG00000285043	30053090	30070420	AC093512.2	16
ENSG00000205090	1534778	1540624	TMEM240	1
ENSG00000235961	153072454	153075019	PNMA6A	X
ENSG00000268883	153075769	153076968	PNMA6B	X
ENSG00000224931	153122145	153128323	AC152010.1	X
ENSG00000198681	153179284	153183880	MAGEA1	X
ENSG00000235219	153203044	153205534	AC236972.2	X
ENSG00000232021	108167525	108258037	LEF1-AS1	4
ENSG00000273877	153225649	153230357	AC236972.3	X
ENSG00000160075	1541673	1574863	SSU72	1
ENSG00000231600	153249115	153249691	AC236972.1	X
ENSG00000278803	153271618	153277803	AC236972.4	X
ENSG00000087470	32679200	32745650	DNM1L	12
ENSG00000225110	153317680	153321767	PNMA6F	X
ENSG00000215014	1574102	1577075	AL645728.1	1
ENSG00000100665	94561442	94569913	SERPINA4	14
ENSG00000149925	30064164	30070457	ALDOA	16
ENSG00000239939	108407843	108408578	RPSAP34	4
ENSG00000274481	1583510	1583909	AL691432.3	1
ENSG00000063587	153334147	153360110	ZNF275	X
ENSG00000278589	108415220	108416639	ZACNP1	4
ENSG00000228594	1598012	1600135	FNDC10	1
ENSG00000286989	1600314	1602703	AL691432.4	1
ENSG00000250485	108417705	108419763	EXOC7P1	4
ENSG00000234492	108538190	108620460	RPL34-DT	4
ENSG00000272106	1613758	1615795	AL691432.2	1
ENSG00000232249	153355733	153355956	AC152007.1	X
ENSG00000214897	153395639	153401392	PNMA6E	X
ENSG00000188488	94561442	94593118	SERPINA5	14
ENSG00000265170	153403844	153404141	RN7SL667P	X
ENSG00000189420	153418322	153426481	ZFP92	X
ENSG00000287938	81817531	81842360	AC026726.2	5
ENSG00000249483	81851601	81852201	AC026726.1	5
ENSG00000183479	153444720	153470587	TREX2	X
ENSG00000214857	81892490	81892721	SEM1P1	5
ENSG00000109475	108620566	108630412	RPL34	4
ENSG00000152348	81972023	82276857	ATG10	5
ENSG00000110713	3671083	3797792	NUP98	11
ENSG00000157103	10992186	11039247	SLC6A1	3
ENSG00000198856	108650585	108667820	OSTC	4
ENSG00000169016	11444375	11466177	E2F6	2
ENSG00000206601	108652150	108652256	RNU6-431P	4
ENSG00000286136	108669949	108678874	AC107071.1	4
ENSG00000273259	94592058	94624646	AL049839.2	14
ENSG00000288028	94599460	94607839	AL049839.3	14
ENSG00000196136	94612384	94624055	SERPINA3	14
ENSG00000236447	81991995	81992481	ATG10-IT1	5
ENSG00000251495	82009602	82010094	PPIAP11	5
ENSG00000248192	82073055	82073702	ATG10-AS1	5
ENSG00000265684	82078427	82078724	RN7SL378P	5
ENSG00000251374	82265157	82265259	AC010598.1	5
ENSG00000213397	153447666	153495516	HAUS7	X
ENSG00000258805	94631863	94634528	ADIPOR1P2	14
ENSG00000186468	82273320	82278396	RPS23	5
ENSG00000187483	94640725	94646994	SERPINA13P	14
ENSG00000259140	94674877	94675829	AL049839.1	14
ENSG00000239269	94726288	94727175	RPSAP4	14
ENSG00000133937	94768223	94770113	GSC	14
ENSG00000285205	94770271	94774858	AL121612.2	14
ENSG00000232287	11006098	11019224	SLC6A1-AS1	3
ENSG00000240914	94800849	94801463	RPL15P2	14
ENSG00000287964	11060973	11091548	AC066580.1	3
ENSG00000274379	94918253	94918734	AL121612.1	14
ENSG00000224963	153479266	153487088	U82695.1	X
ENSG00000258933	94960277	94962976	LINC02279	14
ENSG00000258866	95047353	95050957	AL390254.1	14
ENSG00000196639	11137093	11263557	HRH1	3
ENSG00000164089	108742048	108763054	ETNPPL	4
ENSG00000257643	32692504	32692848	AC084824.2	12
ENSG00000205464	82279462	82386977	ATP6AP1L	5
ENSG00000201563	32705403	32705506	Y_RNA	12
ENSG00000276148	32725248	32725660	AC084824.5	12
ENSG00000285906	11193439	11225877	AC083855.2	3
ENSG00000257511	32726383	32727387	AC084824.1	12
ENSG00000139131	32727490	32755897	YARS2	12
ENSG00000213964	11234256	11234582	CHCHD4P4	3
ENSG00000248393	82545862	82546310	AC026782.1	5
ENSG00000182492	153494980	153509546	BGN	X
ENSG00000248870	82586776	82587411	AC026782.2	5
ENSG00000249100	82765404	82766333	AC008885.2	5
ENSG00000240411	82777797	82778586	RPL5P16	5
ENSG00000249257	108773613	108774020	AC097473.1	4
ENSG00000248105	82824884	82825184	AC008885.1	5
ENSG00000283359	82840155	82840224	MIR3977	5
ENSG00000250185	108788745	108789779	RCC2P8	4
ENSG00000281327	82848260	82859958	LINC01338	5
ENSG00000274105	32728169	32729024	AC084824.3	12
ENSG00000248112	82919376	82921119	AC108174.1	5
ENSG00000275854	32736930	32737660	AC084824.4	12
ENSG00000249857	82940458	82940983	AC027338.2	5
ENSG00000286950	32755510	32756463	AC087588.2	12
ENSG00000248400	82968888	82977153	ST13P12	5
ENSG00000249664	83012285	83013109	AC027338.1	5
ENSG00000271862	83049376	83050964	AC104118.1	5
ENSG00000174695	83052846	83077863	TMEM167A	5
ENSG00000238835	83064204	83064337	SCARNA18	5
ENSG00000152422	83077498	83353787	XRCC4	5
ENSG00000243385	83201229	83202141	AC094085.1	5
ENSG00000251552	83279921	83280644	COQ10BP2	5
ENSG00000251395	83426676	83427030	FTH1P9	5
ENSG00000057294	32790755	32896777	PKP2	12
ENSG00000274976	32820142	32820567	AC087588.1	12
ENSG00000244743	32863118	32863433	RPL35AP27	12
ENSG00000196208	11482341	11642788	GREB1	2
ENSG00000257316	32985838	32987070	ASS1P14	12
ENSG00000257435	32988763	32993754	AC087311.1	12
ENSG00000188517	108808725	109302752	COL25A1	4
ENSG00000008277	87934143	88202889	ADAM22	7
ENSG00000067842	153517676	153582939	ATP2B3	X
ENSG00000110975	33374238	33439819	SYT10	12
ENSG00000259937	33404872	33405896	AC023158.1	12
ENSG00000273853	33432311	33432853	AC023158.2	12
ENSG00000256070	33454345	33455452	AC016956.1	12
ENSG00000212475	33576095	33576200	RNU6-400P	12
ENSG00000270807	33717853	33718217	AC024153.1	12
ENSG00000207026	33923374	33923480	RNU6-472P	12
ENSG00000201624	33982465	33982566	Y_RNA	12
ENSG00000245482	34022281	34046417	AC046130.1	12
ENSG00000153310	129839593	130017129	CYRIB	8
ENSG00000197548	11272309	11557665	ATG7	3
ENSG00000246774	109303035	109316135	COL25A1-DT	4
ENSG00000249465	109346326	109347459	RBMXP4	4
ENSG00000247950	109347475	109433817	SEC24B-AS1	4
ENSG00000139133	34022468	34029694	ALG10	12
ENSG00000274904	30064306	30064825	AC093512.1	16
ENSG00000256538	34037232	34058745	AC046130.2	12
ENSG00000262919	153587925	153600045	CCNQ	X
ENSG00000255628	34149839	34162238	AC140847.1	12
ENSG00000256986	34162477	34163442	AC140847.3	12
ENSG00000250788	34164773	34166954	TUBB8P4	12
ENSG00000255652	34190471	34219246	AC140847.2	12
ENSG00000272435	34205699	34205817	RNA5SP357	12
ENSG00000258794	34208415	34209675	DUX4L27	12
ENSG00000256614	34249481	34249958	AK6P1	12
ENSG00000260081	153599315	153613937	AF274858.1	X
ENSG00000258368	37575587	37576384	ZNF970P	12
ENSG00000217889	153604497	153605348	KRT18P48	X
ENSG00000257173	38078529	38078999	AK6P2	12
ENSG00000130829	153642492	153651326	DUSP9	X
ENSG00000258278	38082046	38087392	CLUHP8	12
ENSG00000274293	38150050	38150138	AC079460.1	12
ENSG00000287442	38155476	38167631	AC079460.2	12
ENSG00000149923	30075978	30085376	PPP4C	16
ENSG00000237793	153662162	153662692	RPL18AP16	X
ENSG00000244335	153666226	153666510	RN7SL687P	X
ENSG00000199843	38161466	38161582	RNA5SP358	12
ENSG00000201708	38163403	38163515	RNA5SP359	12
ENSG00000254381	38201566	38203792	TUBB8P5	12
ENSG00000257292	38205098	38206009	AC117372.1	12
ENSG00000258360	38206231	38207192	NF1P12	12
ENSG00000253016	38274448	38274549	Y_RNA	12
ENSG00000075142	88205115	88226993	SRI	7
ENSG00000243402	129864478	129865052	AC022973.2	8
ENSG00000200075	129868590	129868716	AC022973.1	8
ENSG00000254263	129890465	129901758	AC022973.4	8
ENSG00000201610	11517397	11517503	RNA5SP84	2
ENSG00000264010	11540605	11540677	MIR4429	2
ENSG00000253720	129939844	129951056	AC022973.3	8
ENSG00000251718	11561194	11561306	RNU2-13P	2
ENSG00000285626	11561661	11561779	5S_rRNA	2
ENSG00000239899	11584773	11585047	RN7SL674P	2
ENSG00000287195	129953729	129964634	AC131568.1	8
ENSG00000175548	38316762	38329721	ALG10B	12
ENSG00000253043	130004528	130004601	RNU7-181P	8
ENSG00000264653	130008334	130008453	MIR5194	8
ENSG00000038427	83471618	83582303	VCAN	5
ENSG00000169006	11658178	11670195	NTSR2	2
ENSG00000254003	88216660	88219226	SRI-AS1	7
ENSG00000230044	11665369	11665969	CDK8P1	2
ENSG00000228113	88219359	88304367	AC003991.1	7
ENSG00000276411	11673964	11676925	AC106875.2	2
ENSG00000257645	38532895	38533050	AC087897.1	12
ENSG00000258119	38544177	38589812	AC087897.2	12
ENSG00000249835	83531352	83581320	VCAN-AS1	5
ENSG00000139117	38646822	38907430	CPNE8	12
ENSG00000127954	88270892	88306894	STEAP4	7
ENSG00000145681	83637805	83720855	HAPLN1	5
ENSG00000233420	88420167	88756725	AC002069.2	7
ENSG00000226621	11290406	11290663	AC083855.1	3
ENSG00000235240	11488300	11488473	AC026185.1	3
ENSG00000225701	88448788	88449017	EIF4A1P13	7
ENSG00000270531	11529488	11529755	AC022001.1	3
ENSG00000207094	88449092	88449231	AC002069.1	7
ENSG00000270812	88455309	88456191	AC002069.4	7
ENSG00000235639	88512029	88513187	AC002069.3	7
ENSG00000253073	83685866	83686018	RN7SKP295	5
ENSG00000206744	83703448	83703543	RNU6-620P	5
ENSG00000228928	88564793	88566281	KPNA2P2	7
ENSG00000242858	83746388	83746989	AC020899.1	5
ENSG00000231763	88610241	88610669	PQLC1P1	7
ENSG00000202157	83803554	83803685	RNU4-11P	5
ENSG00000112658	43171269	43181506	SRF	6
ENSG00000237709	88639014	88640416	EEF1A1P28	7
ENSG00000250013	83875166	83875821	ZP3P1	5
ENSG00000227979	88749470	88749694	AC002127.1	7
ENSG00000251934	3714772	3714875	RNU6-1143P	11
ENSG00000238304	3781395	3781456	RNU7-50P	11
ENSG00000182348	88759700	89338528	ZNF804B	7
ENSG00000112659	43182184	43224587	CUL9	6
ENSG00000164645	88794106	88795737	TEX47	7
ENSG00000227863	89443946	89496918	AC002383.1	7
ENSG00000164176	83940554	84384880	EDIL3	5
ENSG00000138802	109433772	109540896	SEC24B	4
ENSG00000153317	130052104	130443674	ASAP1	8
ENSG00000252861	84196883	84196989	RNU6-448P	5
ENSG00000197530	1615415	1630610	MIB2	1
ENSG00000250320	84382424	84490765	EDIL3-DT	5
ENSG00000149922	30085793	30091924	TBX6	16
ENSG00000239075	89754620	89754726	RNU6-274P	7
ENSG00000227646	89882353	90211635	STEAP2-AS1	7
ENSG00000238358	90119299	90122890	AC004969.1	7
ENSG00000243227	109450772	109451068	RN7SL55P	4
ENSG00000235436	90119400	90125600	DPY19L2P4	7
ENSG00000207988	109488698	109488795	MIR576	4
ENSG00000225094	109553243	109554094	SETP20	4
ENSG00000249965	109555170	109555732	CDC42P4	4
ENSG00000214853	84999812	85000315	PPIAP79	5
ENSG00000257718	38906451	38909592	CPNE8-AS1	12
ENSG00000249349	85112342	85112756	AC114928.1	5
ENSG00000257586	38994803	38996882	AC018448.2	12
ENSG00000248674	85190629	85190830	RBBP4P6	5
ENSG00000090238	30092314	30096915	YPEL3	16
ENSG00000250253	85210060	85210903	AC117522.3	5
ENSG00000130822	153669733	153689010	PNCK	X
ENSG00000249792	85212958	85213614	AC117522.2	5
ENSG00000257237	39058028	39059933	AC018448.1	12
ENSG00000258144	39087347	39145482	LINC02406	12
ENSG00000248170	85237681	85238074	AC117522.1	5
ENSG00000248667	85420028	85420451	AC010486.1	5
ENSG00000005059	109560209	109688719	MCUB	4
ENSG00000249023	85429702	85430184	AC010486.2	5
ENSG00000249842	85446974	85447758	AC010486.3	5
ENSG00000164647	90154456	90164829	STEAP1	7
ENSG00000243859	85464434	85465310	RPL5P17	5
ENSG00000270718	39170646	39170880	AC084373.1	12
ENSG00000251066	85549409	85549952	AC026700.1	5
ENSG00000103723	82659281	82709946	AP3B2	15
ENSG00000250874	85663232	85664684	AC010595.1	5
ENSG00000241965	85762559	85763138	RPS2P25	5
ENSG00000249153	85848502	85849199	AC026414.1	5
ENSG00000248785	109673843	109674124	HIGD1AP14	4
ENSG00000250359	86087526	86087847	PTP4A1P4	5
ENSG00000205449	86282460	86296463	NBPF22P	5
ENSG00000280009	86305233	86306149	AC020923.1	5
ENSG00000248195	86335024	86335808	AC016550.1	5
ENSG00000138794	109688622	109703583	CASP6	4
ENSG00000248363	86353803	86368854	AC016550.2	5
ENSG00000250124	86380660	86381426	AC016550.3	5
ENSG00000251585	86402465	86402960	AC026444.1	5
ENSG00000200304	130069541	130069652	RNU6-1255P	8
ENSG00000139116	39293228	39443390	KIF21A	12
ENSG00000280543	130082738	130084768	ASAP1-IT2	8
ENSG00000127184	86617928	86620962	COX7C	5
ENSG00000212342	130162972	130163127	AC103725.1	8
ENSG00000287201	130248287	130251051	AC009682.1	8
ENSG00000286535	130358787	130362461	AC139019.1	8
ENSG00000253656	130595299	130655712	AC090987.1	8
ENSG00000157214	90167590	90238137	STEAP2	7
ENSG00000273447	109692004	109692703	AC004067.1	4
ENSG00000284078	86620497	86620575	SNORD138	5
ENSG00000207013	86663144	86663250	RNU6-804P	5
ENSG00000250544	86746818	86749777	LINC02059	5
ENSG00000248701	86797685	86800280	AC008539.1	5
ENSG00000242477	86884231	86884881	AC091429.1	5
ENSG00000249061	86967321	87137712	AC109492.1	5
ENSG00000250616	30096430	30104116	AC012645.1	16
ENSG00000233828	87048858	87138397	MIR4280HG	5
ENSG00000123739	109709989	109730070	PLA2G12A	4
ENSG00000102886	30104810	30113537	GDPD3	16
ENSG00000251951	87102603	87102846	RN7SKP34	5
ENSG00000265919	87114879	87114954	MIR4280	5
ENSG00000288569	87205408	87240145	LINC01949	5
ENSG00000285330	109713916	109801999	AC126283.2	4
ENSG00000205403	109740694	109802179	CFI	4
ENSG00000261367	30107675	30110541	AC012645.2	16
ENSG00000275371	30110895	30111955	AC012645.4	16
ENSG00000245261	43213801	43223860	AL133375.1	6
ENSG00000259707	82691723	82692358	AC105339.4	15
ENSG00000155897	130780301	131040909	ADCY8	8
ENSG00000228141	82710471	82714029	AC105339.1	15
ENSG00000130821	153687926	153696588	SLC6A8	X
ENSG00000259315	82725873	82738904	ACTG1P17	15
ENSG00000141837	13206442	13633025	CACNA1A	19
ENSG00000279758	82738386	82739122	AC105339.5	15
ENSG00000189409	1632163	1635263	MMP23B	1
ENSG00000253259	130892070	130892785	AC103726.1	8
ENSG00000259442	82744223	82750289	AC105339.3	15
ENSG00000286817	82749252	82750455	AC105339.6	15
ENSG00000253992	130935409	130949665	AC103726.2	8
ENSG00000112667	43225629	43229481	DNPH1	6
ENSG00000250988	82750564	82757206	SNHG21	15
ENSG00000253407	131129761	131144948	AC087341.1	8
ENSG00000272795	109815047	109815410	AC126283.1	4
ENSG00000253507	131308545	131317632	AC104257.1	8
ENSG00000252158	131432776	131432869	SNORA72	8
ENSG00000254255	131712512	131712980	AC060788.1	8
ENSG00000252690	82752884	82757208	AC105339.2	15
ENSG00000109534	109815510	109824740	GAR1	4
ENSG00000144560	11556069	11771350	VGLL4	3
ENSG00000146216	43243481	43288258	TTBK1	6
ENSG00000148985	3797724	3826371	PGAP2	11
ENSG00000137204	43295694	43305538	SLC22A7	6
ENSG00000100697	95086228	95158010	DICER1	14
ENSG00000180245	109827972	109849123	RRH	4
ENSG00000185825	153700492	153724565	BCAP31	X
ENSG00000134324	11677595	11827409	LPIN1	2
ENSG00000186628	82755362	82806070	FSD2	15
ENSG00000183423	109848107	109872315	LRIT3	4
ENSG00000249681	109879070	109879897	KRT19P3	4
ENSG00000277864	82755945	82756071	SCARNA15	15
ENSG00000156232	82809628	82836108	WHAMM	15
ENSG00000103942	82836946	82986153	HOMER2	15
ENSG00000271716	11607184	11610748	AC022001.2	3
ENSG00000272483	11611602	11612197	AC022001.3	3
ENSG00000105792	90245174	90311063	CFAP69	7
ENSG00000264607	95137919	95137986	MIR3173	14
ENSG00000235706	95157645	95181475	DICER1-AS1	14
ENSG00000101986	153724856	153744755	ABCD1	X
ENSG00000232725	153735626	153766478	U52111.1	X
ENSG00000144559	11790442	11846919	TAMM41	3
ENSG00000146215	43299710	43308826	CRIP3	6
ENSG00000207488	90251923	90252020	Y_RNA	7
ENSG00000234459	90266034	90270216	AC002064.2	7
ENSG00000228496	11681460	11683328	AC106875.1	2
ENSG00000132294	131904093	132013642	EFR3A	8
ENSG00000225498	90312496	90322592	AC002064.1	7
ENSG00000283267	90316503	90321308	FAM237B	7
ENSG00000203643	11721619	11724222	AC012456.1	2
ENSG00000230790	11740997	11745301	AC012456.2	2
ENSG00000265056	11767444	11767525	MIR548S	2
ENSG00000259805	82925884	83103443	AC022558.2	15
ENSG00000105793	90335223	90391453	GTPBP10	7
ENSG00000224184	11833926	12702913	MIR3681HG	2
ENSG00000165959	95181940	95319908	CLMN	14
ENSG00000169612	82986210	82991057	RAMAC	15
ENSG00000171467	43307134	43369647	ZNF318	6
ENSG00000169609	82988441	83011641	C15orf40	15
ENSG00000253117	132024216	132059382	OC90	8
ENSG00000104957	13731760	13763296	CCDC130	19
ENSG00000259143	95185117	95185854	AL356017.1	14
ENSG00000198753	153764196	153779346	PLXNB3	X
ENSG00000145715	87267883	87391931	RASA1	5
ENSG00000258615	95199039	95199345	AL117187.1	14
ENSG00000258417	132024238	132085655	AC100868.1	8
ENSG00000287111	95201278	95201439	AL117187.2	14
ENSG00000258630	95319483	95335757	LINC02292	14
ENSG00000138798	109912883	110013766	EGF	4
ENSG00000265172	11836933	11836986	MIR4262	2
ENSG00000238503	12030303	12030372	SNORD18	2
ENSG00000132297	132061486	132111159	HHLA1	8
ENSG00000264089	12199130	12199201	MIR3681	2
ENSG00000207183	12411398	12411501	RNU6-843P	2
ENSG00000223360	12598987	12605145	AC096559.1	2
ENSG00000286427	12702764	12716557	AC009486.2	2
ENSG00000241243	87294189	87294473	RN7SL629P	5
ENSG00000207452	87299687	87299797	RNU6-606P	5
ENSG00000261117	12715415	12716227	AC009486.1	2
ENSG00000219222	43310231	43310357	RPL12P47	6
ENSG00000220614	43328134	43328476	AL583834.1	6
ENSG00000179157	43363479	43364219	RPS2P28	6
ENSG00000226558	43364220	43364294	AL590383.1	6
ENSG00000260608	83012661	83061845	AC024270.3	15
ENSG00000287055	43370026	43425283	AL359813.1	6
